start_id,end_id
dieu_khoan__tiep_nhan_cung_cap_thong_tin_giai_quyet_tra_soat_khieu_nai__prob_1,dieu_khoan__ans_119
dieu_khoan__tiep_nhan_cung_cap_thong_tin_giai_quyet_tra_soat_khieu_nai__prob_2,dieu_khoan__ans_120
dieu_khoan__tiep_nhan_cung_cap_thong_tin_giai_quyet_tra_soat_khieu_nai__prob_3,dieu_khoan__ans_121
dieu_khoan__bao_mat_thong_tin_va_quyen_so_huu_tri_tue_o_dich_vu_mobile_m__prob_1,dieu_khoan__ans_122
dieu_khoan__bao_mat_thong_tin_va_quyen_so_huu_tri_tue_o_dich_vu_mobile_m__prob_2,dieu_khoan__ans_123
dieu_khoan__truong_hop_bat_kha_khang_o_dich_vu_mobile_money__prob_1,dieu_khoan__ans_124
dieu_khoan__luat_dieu_chinh_va_giai_quyet_tranh_chap_o_dich_vu_mobile_mo__prob_1,dieu_khoan__ans_125
dieu_khoan__hieu_luc__prob_1,dieu_khoan__ans_126
dieu_khoan__pham_vi_ap_dung_dieu_khoan_chap_thuan_cua_vi_doanh_nghiep_vn__prob_1,dieu_khoan__ans_127
dieu_khoan__pham_vi_ap_dung_dieu_khoan_chap_thuan_cua_vi_doanh_nghiep_vn__prob_2,dieu_khoan__ans_128
dieu_khoan__mo_va_su_dung_vi_doanh_nghiep_vnpt_pay__prob_1,dieu_khoan__ans_129
dieu_khoan__mo_va_su_dung_vi_doanh_nghiep_vnpt_pay__prob_2,dieu_khoan__ans_130
dieu_khoan__mo_va_su_dung_vi_doanh_nghiep_vnpt_pay__prob_3,dieu_khoan__ans_131
dieu_khoan__mo_va_su_dung_vi_doanh_nghiep_vnpt_pay__prob_4,dieu_khoan__ans_132
dieu_khoan__mo_va_su_dung_vi_doanh_nghiep_vnpt_pay__prob_5,dieu_khoan__ans_133
dieu_khoan__mo_va_su_dung_vi_doanh_nghiep_vnpt_pay__prob_6,dieu_khoan__ans_134
dieu_khoan__mo_va_su_dung_vi_doanh_nghiep_vnpt_pay__prob_7,dieu_khoan__ans_135
dieu_khoan__mo_va_su_dung_vi_doanh_nghiep_vnpt_pay__prob_8,dieu_khoan__ans_136
dieu_khoan__mo_va_su_dung_vi_doanh_nghiep_vnpt_pay__prob_9,dieu_khoan__ans_137
dieu_khoan__phi_dich_vu_o_vi_doanh_nghiep_vnpt_pay__prob_1,dieu_khoan__ans_138
dieu_khoan__phi_dich_vu_o_vi_doanh_nghiep_vnpt_pay__prob_2,dieu_khoan__ans_139
dieu_khoan__thu_thap_cung_cap_thong_tin_va_xu_ly_du_lieu_ca_nhan_o_vi_do__prob_1,dieu_khoan__ans_140
dieu_khoan__thu_thap_cung_cap_thong_tin_va_xu_ly_du_lieu_ca_nhan_o_vi_do__prob_2,dieu_khoan__ans_141
dieu_khoan__thu_thap_cung_cap_thong_tin_va_xu_ly_du_lieu_ca_nhan_o_vi_do__prob_3,dieu_khoan__ans_142
dieu_khoan__quyen_va_nghia_vu_cua_khach_hang_khi_dung_vi_doanh_nghiep_vn__prob_1,dieu_khoan__ans_143
dieu_khoan__quyen_va_nghia_vu_cua_khach_hang_khi_dung_vi_doanh_nghiep_vn__prob_2,dieu_khoan__ans_144
dieu_khoan__quyen_va_nghia_vu_cua_vnpt_khi_cung_cap_dich_vu_vi_doanh_ngh__prob_1,dieu_khoan__ans_145
dieu_khoan__quyen_va_nghia_vu_cua_vnpt_khi_cung_cap_dich_vu_vi_doanh_ngh__prob_2,dieu_khoan__ans_146
dieu_khoan__thay_doi_tam_dung_gia_han_va_cham_dut_dich_vu_o_vi_doanh_ngh__prob_1,dieu_khoan__ans_147
dieu_khoan__thay_doi_tam_dung_gia_han_va_cham_dut_dich_vu_o_vi_doanh_ngh__prob_2,dieu_khoan__ans_148
dieu_khoan__giao_dich_khong_huy_ngang_o_vi_doanh_nghiep_vnpt_pay__prob_1,dieu_khoan__ans_149
dieu_khoan__quy_dinh_xu_ly_tra_soat_khieu_nai_o_vi_doanh_nghiep_vnpt_pay__prob_1,dieu_khoan__ans_150
dieu_khoan__quy_dinh_xu_ly_tra_soat_khieu_nai_o_vi_doanh_nghiep_vnpt_pay__prob_2,dieu_khoan__ans_151
dieu_khoan__quy_dinh_xu_ly_tra_soat_khieu_nai_o_vi_doanh_nghiep_vnpt_pay__prob_3,dieu_khoan__ans_152
dieu_khoan__bao_mat_thong_tin_va_quyen_so_huu_tri_tue_o_vi_doanh_nghiep___prob_1,dieu_khoan__ans_153
dieu_khoan__bao_mat_thong_tin_va_quyen_so_huu_tri_tue_o_vi_doanh_nghiep___prob_2,dieu_khoan__ans_154
dieu_khoan__hoan_tra_tien_o_vi_doanh_nghiep_vnpt_pay__prob_1,dieu_khoan__ans_155
dieu_khoan__cac_truong_hop_mien_trach_nhiem_o_vi_doanh_nghiep_vnpt_pay__prob_1,dieu_khoan__ans_156
dieu_khoan__su_kien_bat_kha_khang_o_vi_doanh_nghiep_vnpt_pay__prob_1,dieu_khoan__ans_157
dieu_khoan__su_kien_bat_kha_khang_o_vi_doanh_nghiep_vnpt_pay__prob_2,dieu_khoan__ans_158
dieu_khoan__luat_dieu_chinh_va_giai_quyet_tranh_chap_cua_vi_doanh_nghiep__prob_1,dieu_khoan__ans_159
dieu_khoan__dieu_khoan_thi_hanh_cua_vi_doanh_nghiep_vnpt_pay__prob_1,dieu_khoan__ans_160
dieu_khoan__dieu_kien_su_dung__prob_1,dieu_khoan__ans_161
dieu_khoan__pham_vi_dich_vu_va_muc_giao_dich_ap_dung__prob_1,dieu_khoan__ans_162
dieu_khoan__quyen_va_nghia_vu_cua_khach_hang_khi_dung_smartotp__prob_1,dieu_khoan__ans_163
dieu_khoan__quyen_va_nghia_vu_cua_khach_hang_khi_dung_smartotp__prob_2,dieu_khoan__ans_164
dieu_khoan__quyen_va_nghia_vu_cua_vnptmedia_khi_cung_cap_dich_vu_smartot__prob_1,dieu_khoan__ans_165
dieu_khoan__quyen_va_nghia_vu_cua_vnptmedia_khi_cung_cap_dich_vu_smartot__prob_2,dieu_khoan__ans_166
dieu_khoan__luat_dieu_chinh_va_giai_quyet_tranh_chap_cua_dich_vu_smartot__prob_1,dieu_khoan__ans_167
dieu_khoan__cac_dieu_khoan_khac__prob_1,dieu_khoan__ans_168
dieu_khoan__quyen_va_nghia_vu_cua_quy_khach_khi_dung_dich_vu_thanh_toan___prob_1,dieu_khoan__ans_169
dieu_khoan__quyen_va_nghia_vu_cua_quy_khach_khi_dung_dich_vu_thanh_toan___prob_2,dieu_khoan__ans_170
dieu_khoan__quyen_va_nghia_vu_cua_quy_khach_khi_dung_dich_vu_thanh_toan___prob_3,dieu_khoan__ans_171
dieu_khoan__quyen_va_nghia_vu_cua_vnptmedia_khi_cung_cap_dich_vu_thanh_t__prob_1,dieu_khoan__ans_172
dieu_khoan__quyen_va_nghia_vu_cua_vnptmedia_khi_cung_cap_dich_vu_thanh_t__prob_2,dieu_khoan__ans_173
dieu_khoan__sua_doi_bo_sung_dieu_kien_va_dieu_khoan__prob_1,dieu_khoan__ans_174
dieu_khoan__pham_vi_ap_dung_dieu_khoan_chap_thuan_cua_dich_vu_giao_dich___prob_1,dieu_khoan__ans_175
dieu_khoan__pham_vi_ap_dung_dieu_khoan_chap_thuan_cua_dich_vu_giao_dich___prob_2,dieu_khoan__ans_176
dieu_khoan__quy_dinh_ve_su_dung_dich_vu_giao_dich_quoc_te__prob_1,dieu_khoan__ans_177
dieu_khoan__quy_dinh_ve_su_dung_dich_vu_giao_dich_quoc_te__prob_2,dieu_khoan__ans_178
dieu_khoan__quy_dinh_ve_su_dung_dich_vu_giao_dich_quoc_te__prob_3,dieu_khoan__ans_179
dieu_khoan__quy_dinh_ve_su_dung_dich_vu_giao_dich_quoc_te__prob_4,dieu_khoan__ans_180
dieu_khoan__quy_dinh_ve_su_dung_dich_vu_giao_dich_quoc_te__prob_5,dieu_khoan__ans_181
dieu_khoan__quy_dinh_ve_su_dung_dich_vu_giao_dich_quoc_te__prob_6,dieu_khoan__ans_182
dieu_khoan__tra_soat_xu_ly_khieu_nai_trong_qua_trinh_su_dung_dich_vu__prob_1,dieu_khoan__ans_183
dieu_khoan__dieu_khoan_mien_trach_nhiem_cua_dich_vu_giao_dich_quoc_te__prob_1,dieu_khoan__ans_184
dieu_khoan__thoa_thuan_chung_cua_dich_vu_lien_ket_thanh_toan_vnpt_money__prob_1,dieu_khoan__ans_185
dieu_khoan__thoa_thuan_chung_cua_dich_vu_lien_ket_thanh_toan_vnpt_money__prob_2,dieu_khoan__ans_186
dieu_khoan__quy_dinh_su_dung_tinh_nang_lien_ket_tai_khoan__prob_1,dieu_khoan__ans_187
dieu_khoan__quy_dinh_su_dung_tinh_nang_lien_ket_tai_khoan__prob_2,dieu_khoan__ans_188
dieu_khoan__quy_dinh_su_dung_tinh_nang_lien_ket_tai_khoan__prob_3,dieu_khoan__ans_189
dieu_khoan__cam_ket_khi_su_dung_dich_vu_lien_ket_tai_khoan__prob_1,dieu_khoan__ans_190
dieu_khoan__cam_ket_khi_su_dung_dich_vu_lien_ket_tai_khoan__prob_2,dieu_khoan__ans_191
dieu_khoan__dieu_khoan_mien_trach_nhiem_cua_dich_vu_lien_ket_thanh_toan___prob_1,dieu_khoan__ans_192
dieu_khoan__dieu_khoan_mien_trach_nhiem_cua_dich_vu_lien_ket_thanh_toan___prob_2,dieu_khoan__ans_193
dieu_khoan__canh_bao_hanh_vi_vi_pham__prob_1,dieu_khoan__ans_194
dich_vu__nap_dien_thoai__prob_1,dich_vu__ans_195
dich_vu__nap_dien_thoai__prob_2,dich_vu__ans_196
dich_vu__nap_dien_thoai__prob_3,dich_vu__ans_197
dich_vu__nap_dien_thoai__prob_4,dich_vu__ans_198
dich_vu__nap_dien_thoai__prob_5,dich_vu__ans_199
dich_vu__nap_dien_thoai__prob_6,dich_vu__ans_200
dich_vu__nap_dien_thoai__prob_7,dich_vu__ans_201
dich_vu__hoa_don_vien_thong__prob_1,dich_vu__ans_202
dich_vu__hoa_don_vien_thong__prob_2,dich_vu__ans_203
dich_vu__hoa_don_vien_thong__prob_3,dich_vu__ans_204
dich_vu__hoa_don_vien_thong__prob_4,dich_vu__ans_205
dich_vu__hoa_don_vien_thong__prob_5,dich_vu__ans_206
dich_vu__hoa_don_vien_thong__prob_6,dich_vu__ans_207
dich_vu__hoa_don_vien_thong__prob_7,dich_vu__ans_208
dich_vu__data_3g4g__prob_1,dich_vu__ans_209
dich_vu__data_3g4g__prob_2,dich_vu__ans_210
dich_vu__data_3g4g__prob_3,dich_vu__ans_211
dich_vu__data_3g4g__prob_4,dich_vu__ans_212
dich_vu__data_3g4g__prob_5,dich_vu__ans_213
dich_vu__data_3g4g__prob_6,dich_vu__ans_214
dich_vu__data_3g4g__prob_7,dich_vu__ans_215
dich_vu__mua_ma_the__prob_1,dich_vu__ans_216
dich_vu__mua_ma_the__prob_2,dich_vu__ans_217
dich_vu__mua_ma_the__prob_3,dich_vu__ans_218
dich_vu__mua_ma_the__prob_4,dich_vu__ans_219
dich_vu__mua_ma_the__prob_5,dich_vu__ans_220
dich_vu__mua_ma_the__prob_6,dich_vu__ans_221
dich_vu__mua_ma_the__prob_7,dich_vu__ans_222
dich_vu__goi_cuoc_mytv__prob_1,dich_vu__ans_223
dich_vu__goi_cuoc_mytv__prob_2,dich_vu__ans_224
dich_vu__goi_cuoc_mytv__prob_3,dich_vu__ans_225
dich_vu__goi_cuoc_mytv__prob_4,dich_vu__ans_226
dich_vu__goi_cuoc_mytv__prob_5,dich_vu__ans_227
dich_vu__goi_cuoc_mytv__prob_6,dich_vu__ans_228
dich_vu__goi_cuoc_mytv__prob_7,dich_vu__ans_229
dich_vu__goi_cuoc_digilife__prob_1,dich_vu__ans_230
dich_vu__goi_cuoc_digilife__prob_2,dich_vu__ans_231
dich_vu__goi_cuoc_digilife__prob_3,dich_vu__ans_232
dich_vu__goi_cuoc_digilife__prob_4,dich_vu__ans_233
dich_vu__goi_cuoc_digilife__prob_5,dich_vu__ans_234
dich_vu__goi_cuoc_digilife__prob_6,dich_vu__ans_235
dich_vu__don_hang_vnpt__prob_1,dich_vu__ans_236
dich_vu__don_hang_vnpt__prob_2,dich_vu__ans_237
dich_vu__don_hang_vnpt__prob_3,dich_vu__ans_238
dich_vu__don_hang_vnpt__prob_4,dich_vu__ans_239
dich_vu__don_hang_vnpt__prob_5,dich_vu__ans_240
dich_vu__don_hang_vnpt__prob_6,dich_vu__ans_241
dich_vu__don_hang_vnpt__prob_7,dich_vu__ans_242
dich_vu__di_dong_tra_sau__prob_1,dich_vu__ans_243
dich_vu__di_dong_tra_sau__prob_2,dich_vu__ans_244
dich_vu__di_dong_tra_sau__prob_3,dich_vu__ans_245
dich_vu__di_dong_tra_sau__prob_4,dich_vu__ans_246
dich_vu__dien_thoai_co_dinh__prob_1,dich_vu__ans_247
dich_vu__dien_thoai_co_dinh__prob_2,dich_vu__ans_248
dich_vu__dien_thoai_co_dinh__prob_3,dich_vu__ans_249
dich_vu__dien_thoai_co_dinh__prob_4,dich_vu__ans_250
dich_vu__dien_thoai_co_dinh__prob_5,dich_vu__ans_251
dich_vu__dien_thoai_co_dinh__prob_6,dich_vu__ans_252
dich_vu__dien_thoai_co_dinh__prob_7,dich_vu__ans_253
dich_vu__thanh_toan_tra_truoc_cuoc__prob_1,dich_vu__ans_254
dich_vu__thanh_toan_tra_truoc_cuoc__prob_2,dich_vu__ans_255
dich_vu__thanh_toan_tra_truoc_cuoc__prob_3,dich_vu__ans_256
dich_vu__thanh_toan_tra_truoc_cuoc__prob_4,dich_vu__ans_257
dich_vu__thanh_toan_tra_truoc_cuoc__prob_5,dich_vu__ans_258
dich_vu__thanh_toan_tra_truoc_cuoc__prob_6,dich_vu__ans_259
dich_vu__thanh_toan_tra_truoc_cuoc__prob_7,dich_vu__ans_260
dich_vu__nap_tien_tu_dong__prob_1,dich_vu__ans_261
dich_vu__nap_tien_tu_dong__prob_2,dich_vu__ans_262
dich_vu__nap_tien_tu_dong__prob_3,dich_vu__ans_263
dich_vu__nap_tien_tu_dong__prob_4,dich_vu__ans_264
dich_vu__nap_tien_tu_dong__prob_5,dich_vu__ans_265
dich_vu__nap_tien_tu_dong__prob_6,dich_vu__ans_266
dich_vu__nap_tien_tu_dong__prob_7,dich_vu__ans_267
dich_vu__tien_dien__prob_1,dich_vu__ans_268
