id,summary,content,steps,notes,status
quyen_rieng_tu__ans_15,Các quyền của Khách hàng đối với Thông tin Khách hàng,"Theo Điều 7 của Chính sách, có 8 quyền cơ bản sau đây đối với thông tin cá nhân của mình:
1. Quyền được biết và Quyền đồng ý.
2. Quyền truy cập và yêu cầu cung cấp thông tin.
3. Quyền chỉnh sửa.
4. Quyền phản đối, hạn chế, rút lại sự đồng ý.
5. Quyền xóa thông tin.
6. Quyền khiếu nại, tố cáo, khởi kiện.
7. Quyền yêu cầu bồi thường thiệt hại
8. Quyền tự bảo vệ.",,,active
quyen_rieng_tu__ans_16,"Quyền được biết, đồng ý, truy cập và chỉnh sửa thông tin","Khách hàng có các quyền cơ bản sau:
- Quyền được biết và đồng ý: Được biết về hoạt động xử lý và có quyền đồng ý/không đồng ý với các điều khoản Chính sách qua SMS, cuộc gọi, ứng dụng hoặc tổng đài.
- Quyền truy cập và cung cấp: Được xem, trích xuất thông tin qua website/ứng dụng hoặc liên hệ VNPT hỗ trợ.
- Quyền chỉnh sửa: Được chỉnh sửa thông tin cá nhân nếu không vi phạm pháp luật.",,,active
quyen_rieng_tu__ans_17,"Quyền phản đối, hạn chế, rút lại sự đồng ý hoặc xóa dữ liệu","Khách hàng có quyền yêu cầu hạn chế, rút lại sự đồng ý xử lý hoặc xóa thông tin cá nhân. Tuy nhiên, cần lưu ý:
- Nếu là Thông tin/Mục đích/Phạm vi bắt buộc: VNPT sẽ không thể tiếp tục cung cấp dịch vụ và có thể đơn phương chấm dứt hợp đồng mà không bồi thường.
- Nếu là Thông tin/Mục đích tùy chọn: Khách hàng thực hiện theo hướng dẫn trên ứng dụng hoặc thiết bị (như cài đặt thông báo).
- Việc xóa dữ liệu: Phải phù hợp với pháp luật và không thuộc trường hợp VNPT bắt buộc phải lưu trữ theo quy định.",,,active
quyen_rieng_tu__ans_18,"Quyền khiếu nại, bồi thường và tự bảo vệ pháp lý","Trong trường hợp xảy ra vi phạm hoặc tranh chấp, Khách hàng có quyền:
- Khiếu nại, tố cáo hoặc khởi kiện theo quy định.
- Yêu cầu bồi thường thiệt hại khi có vi phạm về bảo vệ thông tin, trừ trường hợp có thỏa thuận hoặc luật quy định khác.
- Tự bảo vệ theo quy định của Bộ luật Dân sự, Nghị định 13/2023/NĐ-CP hoặc yêu cầu cơ quan có thẩm quyền bảo vệ quyền dân sự.",,,active
quyen_rieng_tu__ans_19,Tổng hợp các nghĩa vụ của khách hàng,"Để bảo vệ an toàn thông tin cá nhân, khách hàng có các nghĩa vụ chính sau đây:
1. Chủ động thực hiện các biện pháp bảo vệ tài khoản và thiết bị cá nhân.
2. Cung cấp thông tin đầy đủ, chính xác và thông báo vi phạm kịp thời.
3. Tôn trọng thông tin của người khác và tuân thủ quy định pháp luật.
Cậu có muốn tìm hiểu chi tiết về nghĩa vụ nào trong các mục trên không?",,,active
quyen_rieng_tu__ans_20,Chi tiết nghĩa vụ tự bảo vệ tài khoản và thiết bị công nghệ - Nghĩa vụ của Khách hàng đối với Thông tin Khách hàng (bảo vệ tài khoản),"Khách hàng có trách nhiệm chủ động thực hiện các biện pháp bảo vệ, quản lý và sử dụng an toàn tài khoản, thiết bị công nghệ cá nhân (điện thoại, máy tính, máy tính bảng...) bằng cách đăng xuất sau khi sử dụng, đặt mật khẩu mạnh và giữ bí mật thông tin đăng nhập. VNPT được loại trừ trách nhiệm với các thiệt hại trong trường hợp khách hàng bị lộ/mất mật khẩu dẫn tới truy cập trái phép, hoặc thiết bị bị thất lạc dẫn đến người không có thẩm quyền tự ý sử dụng dịch vụ, hoặc hệ thống bị xâm phạm bởi bên thứ ba mặc dù VNPT đã thực hiện đủ các biện pháp bảo vệ (trừ lỗi do VNPT).",,,active
quyen_rieng_tu__ans_21,Chi tiết nghĩa vụ tự bảo vệ tài khoản và thiết bị công nghệ - Nghĩa vụ của Khách hàng đối với Thông tin Khách hàng (cung cấp thông tin),"Khi đã chấp thuận Chính sách, Khách hàng có trách nhiệm cung cấp Thông tin Khách hàng đầy đủ, chính xác theo yêu cầu của VNPT.
Đồng thời, Khách hàng có trách nhiệm thông báo cho VNPT ngay khi phát hiện hành vi vi phạm quy định về bảo vệ Thông tin Khách hàng.",,,active
quyen_rieng_tu__ans_22,Nghĩa vụ tôn trọng thông tin người khác và tuân thủ pháp luật,"Khách hàng có trách nhiệm tôn trọng Thông tin Khách hàng của chủ thể khác.
Bên cạnh đó, cần thực hiện quy định của pháp luật về bảo vệ Thông tin Khách hàng và tham gia phòng, chống các hành vi vi phạm quy định về bảo vệ Thông tin Khách hàng.",,,active
quyen_rieng_tu__ans_23,Địa điểm và tiêu chuẩn bảo mật lưu trữ thông tin,"Trong phạm vi pháp luật cho phép, VNPT có thể lưu trữ Thông tin Khách hàng tại Việt Nam và ở nước ngoài, kể cả trên giải pháp lưu trữ điện toán đám mây. VNPT áp dụng các tiêu chuẩn về bảo mật dữ liệu phù hợp với quy định pháp luật hiện hành. Việc chuyển Thông tin Khách hàng ra nước ngoài tuân thủ quy định tại Điều 25 Nghị định 13/2023/NĐ-CP và các quy định của pháp luật.",,,active
quyen_rieng_tu__ans_24,Thời gian lưu trữ thông tin khách hàng,"Trừ trường hợp pháp luật có quy định khác, VNPT chỉ thực hiện lưu trữ Thông tin Khách hàng của Khách hàng để hoàn thành các Mục Đích bắt buộc (và các Mục đích tùy chọn trong trường hợp được Khách hàng đồng ý) quy định tại Chính sách này.",,,active
quyen_rieng_tu__ans_25,Tổng hợp các nghĩa vụ và cam kết bảo mật của VNPT,"VNPT cam kết bảo mật thông tin khách hàng và thực hiện các nghĩa vụ chính sau:
1. Áp dụng các biện pháp bảo vệ thông tin theo quy định pháp luật.
2. Sử dụng các biện pháp vật lý, điện tử và quản lý để bảo vệ dữ liệu.
3. Thực hiện các yêu cầu hợp pháp của khách hàng về thông tin cá nhân.
4. Thông báo và xử lý sự cố khi hệ thống bị tấn công.
5. Các nghĩa vụ khác theo quy định pháp luật.
Cậu muốn tìm hiểu chi tiết về cam kết nào của VNPT không?",,,active
quyen_rieng_tu__ans_26,Các biện pháp bảo vệ thông tin và ngăn chặn truy cập trái phép,"VNPT cam kết bảo mật và áp dụng các biện pháp ngăn chặn hành vi: Đánh cắp, tiếp cận, sử dụng, chỉnh sửa, cập nhật hoặc hủy bỏ thông tin trái phép. Các biện pháp cụ thể bao gồm:
- Bảo vệ máy chủ và hệ thống bằng tường lửa, mã hóa, chống xâm nhập.
- Kiểm soát về con người, quy trình kiểm tra, rà soát vi phạm.
- Đảm bảo xử lý đúng Mục Đích đã thông báo và tuân thủ pháp luật.",,,active
quyen_rieng_tu__ans_27,Trách nhiệm xử lý yêu cầu của khách hàng và sự cố hệ thống,"VNPT có trách nhiệm:
- Thực hiện các yêu cầu của Khách hàng liên quan đến thông tin cá nhân nếu yêu cầu đó phù hợp với pháp luật.
- Trường hợp hệ thống bị tấn công: VNPT hoặc bên lưu trữ sẽ thông báo cho cơ quan nhà nước có thẩm quyền theo thời hạn luật định và thực hiện các biện pháp an ninh mạng cần thiết để bảo vệ thông tin.",,,active
quyen_rieng_tu__ans_28,Các rủi ro và thiệt hại không mong muốn có thể xảy ra,"VNPT cam kết bảo mật tối đa nhưng một số rủi ro ngoài ý muốn có thể xảy ra gồm:
- Lỗi phần cứng, phần mềm gây ảnh hưởng (lỗi, hỏng, mất) dữ liệu.
- Lỗ hổng bảo mật ngoài kiểm soát hoặc bị hacker tấn công gây lộ lọt thông tin.
- Khách hàng tự làm lộ thông tin do bất cẩn, bị lừa đảo hoặc truy cập website độc hại.
VNPT khuyến cáo khách hàng thực hiện nghiêm trách nhiệm bảo vệ thông tin ở Điều 8 tại đây.",,,active
quyen_rieng_tu__ans_29,Trách nhiệm bồi thường khi xảy ra sự cố kỹ thuật,"Trong trường hợp xảy ra lỗi phần cứng hoặc phần mềm trong quá trình xử lý Thông tin Khách hàng (theo quy định tại Điểm a Khoản 1 Điều 11 tại đây, VNPT có trách nhiệm bồi thường thiệt hại cho Khách hàng theo quy định tại Hợp đồng và theo quy định pháp luật.",,,active
quyen_rieng_tu__ans_30,Quy định về quảng cáo của bên thứ ba trên hệ thống VNPT,"Các website/ứng dụng cung cấp dịch vụ của VNPT có thể bao gồm quảng cáo của bên thứ ba và liên kết tới các website/ứng dụng cung cấp dịch vụ khác. Các đối tác quảng cáo bên thứ ba có thể thu thập thông tin về Khách hàng khi Khách hàng tương tác với nội dung, quảng cáo hoặc dịch vụ của họ.",,,active
quyen_rieng_tu__ans_31,Phạm vi điều chỉnh đối với liên kết của bên thứ ba,"Mọi quyền truy cập và sử dụng các liên kết hoặc trang website của bên thứ ba không bị điều chỉnh bởi Chính sách này, mà thay vào đó được điều chỉnh bởi chính sách quyền riêng tư của các bên thứ ba đó.",,,active
quyen_rieng_tu__ans_32,Quy định về luật áp dụng cho chính sách,Chính sách này được soạn thảo và điều chỉnh bởi pháp luật Việt Nam.,,,active
quyen_rieng_tu__ans_33,Các phương thức liên hệ để giải đáp,"Trường hợp cậu có bất kỳ câu hỏi nào về Chính sách này hoặc muốn thực hiện các quyền liên quan tới Thông tin Khách hàng, vui lòng liên hệ với VNPT theo các phương thức sau:
1. Liên hệ tới tổng đài theo thông tin tại các website/ứng dụng chính thức của VNPT tại từng thời điểm.
2. Liên hệ trực tiếp tại các điểm giao dịch của VNPT trên phạm vi toàn quốc
3. Sử dụng Livechat, Fanpage chính thức của VNPT hoặc email chăm sóc Khách hàng được cung cấp tại mọi thời điểm.",,,active
ho_tro_khach_hang__ans_34,Cam kết bảo mật thông tin của VNPT đối với khách hàng là gì?,VNPT coi trọng việc bảo mật thông tin và sử dụng các biện pháp tốt nhất bảo vệ thông tin và dữ liệu cá nhân của Quý Khách theo quy định của pháp luật.,,,active
ho_tro_khach_hang__ans_35,"Quy định về việc khách hàng can thiệp, xâm nhập hoặc làm thay đổi hệ thống dữ liệu","Quý Khách không được sử dụng bất kỳ chương trình, công cụ hay hình thức nào khác để can thiệp vào hệ thống hay làm thay đổi cấu trúc dữ liệu; phát tán, truyền bá hay cổ vũ cho bất kỳ hoạt động nào nhằm can thiệp, phá hoại hay xâm nhập vào dữ liệu của hệ thống.",,,active
ho_tro_khach_hang__ans_36,Những loại thông tin cá nhân nào của khách hàng được VNPT thu thập?,"Bằng việc chấp nhận Chính sách riêng tư, Quý khách đồng ý để VNPT thu thập các nhóm thông tin sau: 
(1) Thông tin cá nhân: Họ tên, địa chỉ, SĐT, ngày sinh, giới tính, email cung cấp khi giao kết hợp đồng. 
(2) Thông tin tài khoản & Giao dịch: Thao tác trên app My VNPT, lịch sử thanh toán, nạp tiền, số dư; thông tin cuộc gọi/tin nhắn, gói cước, lịch sử dùng data, địa chỉ IP, định vị vị trí và lịch sử truy cập App/Web. 
(3) Thông tin thiết bị: Dữ liệu về máy tính/điện thoại truy cập, hệ điều hành, độ phân giải màn hình và dữ liệu mạng cơ bản. 
(4) Nguồn khác: Thông tin từ bên thứ ba (đơn vị xác thực, nhà cung cấp, mạng xã hội) mà Quý khách đã đồng ý chia sẻ. Các dữ liệu nhạy cảm như số dư, giao dịch và vị trí được VNPT cam kết bảo vệ theo tiêu chuẩn quốc tế.",,,active
ho_tro_khach_hang__ans_37,Mục đích VNPT thu thập và sử dụng thông tin cá nhân của khách hàng là gì?,"VNPT xử lý thông tin của Quý khách nhằm các mục đích chính sau:
1. Tuân thủ pháp luật & An ninh: Thực hiện yêu cầu của cơ quan nhà nước và ngăn chặn các hành vi gian lận, lừa đảo để bảo vệ khách hàng.
2. Vận hành & Hỗ trợ: Xác thực thông tin, quản lý nghiệp vụ, giải quyết khiếu nại và cung cấp điểm xếp hạng cho các đối tác thẩm định.
3. Phát triển & Tối ưu: Nghiên cứu, thống kê để cải thiện dịch vụ và phát triển sản phẩm mới.
4. Tiếp thị & Cá nhân hóa: Truyền thông ưu đãi dựa trên thói quen sử dụng (có quyền từ chối); ghi nhớ lựa chọn và sử dụng vị trí/Cookies để tối ưu trải nghiệm.
5. Kết nối & Phân tích: Xử lý danh bạ để thanh toán; tạo tài khoản liên kết với bên thứ ba và phân tích/dự đoán hành vi tiêu dùng khi có sự đồng ý của Quý khách.",,,active
ho_tro_khach_hang__ans_38,Khách hàng có thể kiểm tra và cập nhật thông tin cá nhân bằng những cách nào?,"Quý khách có thể kiểm tra, cập nhật và điều chỉnh thông tin cá nhân của mình vào bất kỳ lúc nào thông qua các phương thức sau:
1. Liên hệ Tổng đài chăm sóc khách hàng.
2. Gửi email về địa chỉ: cskh@vnpt.vn.
3. Đến trực tiếp các Điểm giao dịch của VNPT trên toàn quốc.
Lưu ý về việc lưu trữ: Trong trường hợp quý khách dừng sử dụng dịch vụ, VNPT sẽ vẫn lưu giữ thông tin của quý khách trong một khoảng thời gian nhất định nhằm phục vụ việc giải quyết tranh chấp, khắc phục sự cố, xử lý các vấn đề phát sinh, theo yêu cầu của cơ quan quản lý nhà nước hoặc thực hiện các hoạt động khác không trái quy định của pháp luật.",,,active
ho_tro_khach_hang__ans_39,Thời gian VNPT lưu trữ thông tin cá nhân của khách hàng,"VNPT sẽ lưu trữ dữ liệu cá nhân trên hệ thống nội bộ trong các trường hợp sau:
- Trong suốt quá trình cung cấp dịch vụ.
- Cho đến khi hoàn thành mục đích thu thập hoặc hoàn thành nghĩa vụ theo luật định.
- Cho đến khi các tranh chấp được giải quyết xong.
- Cho đến khi quý khách có yêu cầu hủy các thông tin đã cung cấp.",,,active
ho_tro_khach_hang__ans_40,Các biện pháp bảo mật dữ liệu cá nhân mà VNPT áp dụng,"Thông tin cá nhân của quý khách được lưu giữ và bảo mật tại các máy chủ hệ thống (server) đặt tại các Trung tâm dữ liệu (Data Center). Mọi hoạt động tương tác trực tiếp với máy móc đều phải tuân thủ chặt chẽ các quy trình về an toàn, an ninh và bảo mật, đáp ứng đầy đủ các yêu cầu về công nghệ thông tin theo quy định của pháp luật",,,active
ho_tro_khach_hang__ans_41,Những đối tượng nào được VNPT chia sẻ hoặc cung cấp thông tin khách hàng?,"VNPT cam kết không bán, chuyển nhượng hay tiết lộ thông tin của Quý khách khi chưa có sự chấp thuận, trừ trường hợp pháp luật quy định.
Tuy nhiên, bằng việc chấp thuận Chính sách, Quý khách đồng ý để VNPT chia sẻ dữ liệu cho: 
(1) Đối tác chiến lược: Đại lý, nhà thầu trong hệ sinh thái VNPT, tổ chức tài chính hoặc các ứng dụng/website tích hợp dịch vụ (các bên này đều có nghĩa vụ bảo mật nghiêm ngặt); 
(2) Hỗ trợ vận hành: Đơn vị tư vấn, tiếp thị, nghiên cứu thị trường hoặc bên kế nhiệm khi sáp nhập/tái cơ cấu (dữ liệu có thể được ẩn danh/mã hóa); 
(3) Pháp luật & Công chúng: Cơ quan nhà nước có thẩm quyền hoặc khi Quý khách chủ động đăng nội dung lên các diễn đàn/mạng xã hội công cộng của VNPT.",,,active
ho_tro_khach_hang__ans_42,Khách hàng có những quyền gì đối với dữ liệu cá nhân của mình?,"Theo Nghị định 13/2023/NĐ-CP, Quý khách có các quyền sau: 
(1) Quyền biết và đồng ý: Được biết về hoạt động xử lý và có quyền cho phép hoặc không; 
(2) Quyền truy cập, cung cấp và chỉnh sửa: Yêu cầu xác nhận loại dữ liệu, mục đích xử lý hoặc sửa đổi thông tin chưa chính xác; 
(3) Quyền phản đối, rút lại sự đồng ý, xóa hoặc hạn chế: Quý khách có quyền phản đối tiếp thị trực tiếp, rút lại sự đồng ý đã cấp, yêu cầu xóa dữ liệu hoặc hạn chế xử lý (VNPT sẽ thực hiện trong vòng 72 giờ kể từ khi tiếp nhận); 
(4) Quyền pháp lý: Khiếu nại, tố cáo, khởi kiện hoặc yêu cầu bồi thường. Để thực hiện các quyền này, Quý khách vui lòng liên hệ Tổng đài CSKH hoặc email: cskh@vnpt.vn.",,,active
ho_tro_khach_hang__ans_43,Nghĩa vụ của khách hàng trong việc bảo vệ dữ liệu cá nhân,"Song song với quyền lợi, Quý khách có các nghĩa vụ sau:
- Tự bảo vệ: Chủ động bảo vệ dữ liệu cá nhân của mình và yêu cầu các bên liên quan bảo vệ theo quy định.
- Tôn trọng người khác: Tôn trọng và bảo vệ dữ liệu cá nhân của người khác.
- Cung cấp chính xác: Đảm bảo cung cấp dữ liệu đầy đủ, chính xác khi đồng ý cho phép xử lý.
- Tuân thủ pháp luật: Thực hiện đúng quy định pháp luật và tham gia phòng, chống, phổ biến kỹ năng bảo vệ dữ liệu cá nhân.",,,active
ho_tro_khach_hang__ans_44,Quy trình đăng ký tài khoản Mobile Money qua các kênh khác nhau,"Để đăng ký Mobile Money, Quý khách có thể lựa chọn 1 trong 3 cách sau: 
(1) Qua USSD: Nhấn *9191# và bấm gọi, sau đó nhập số 1 để đăng ký. 
(2) Qua SMS: Soạn tin nhắn với cú pháp DK gửi 9191. 
(3) Qua ứng dụng VNPT Money: Đăng nhập ứng dụng, chọn ""Đăng ký ngay"" trên banner trang chủ, chọn loại tài khoản ""Mobile Money"", thực hiện xác thực bằng cách chụp ảnh giấy tờ tùy thân (mặt trước, mặt sau) và ảnh chân dung, sau đó kiểm tra lại thông tin và bấm ""Xác nhận"" để hệ thống tạo tài khoản trong 2-3 giây.",,,active
ho_tro_khach_hang__ans_45,Cách kiểm tra số dư tài khoản Mobile Money,"Quý khách có thể tra cứu số dư qua 2 cách: 
(1) Qua USSD: Nhấn *9191#, bấm gọi, chọn phím số 4 (Truy vấn số dư) và nhập mật khẩu tài khoản để nhận thông báo kết quả. 
(2) Qua ứng dụng VNPT Money: Truy cập mục ""Cá nhân"", chọn ""Thông tin tài khoản"" để xem số dư Mobile Money tương ứng được hiển thị trên màn hình.",,,active
ho_tro_khach_hang__ans_46,Cách nạp tiền vào tài khoản Mobile Money,"Trên ứng dụng VNPT Money, Quý khách thực hiện nạp tiền theo các bước: 
(1) Tại trang chủ chọn ""Nạp tiền""; 
(2) Chọn nguồn tiền nạp là ""Mobile Money""; 
(3) Chọn phương thức ""Nạp online""; 
(4) Nhập số tiền cần nạp và chọn nguồn tiền thanh toán (ví dụ: tài khoản ngân hàng đã liên kết); 
(5) Xác nhận thông tin và hoàn tất giao dịch. 
Lưu ý: Hình thức USSD và SMS hiện chỉ hỗ trợ tính năng chuyển tiền, không hỗ trợ nạp/rút trực tiếp.",,,active
ho_tro_khach_hang__ans_47,Cách rút tiền từ tài khoản Mobile Money,"Quý khách thực hiện rút tiền theo quy trình: 
(1) Tại trang chủ VNPT Money chọn ""Rút tiền""; 
(2) Chọn nguồn tiền rút là ""Mobile Money""; 
(3) Chọn phương thức ""Rút online""; 
(4) Nhập số tiền cần rút và chọn phương thức nhận tiền (tài khoản ngân hàng hoặc ví VNPT Pay); 
(5) Nhập thông tin tài khoản/thẻ thụ hưởng và chọn ""Chuyển tiền"" để hoàn tất.",,,active
